sample_id,source_mission,split,label,scan_age_max,scan_age_p95,scan_gap_max,scan_valid_fraction_min,tf_map_odom_age_max,tf_map_odom_age_p95,tf_odom_base_age_max,amcl_position_step_max,tf_map_odom_position_step_max,amcl_tf_jump_product,wheel_opposite_forward_fraction,wheel_opposite_motion_fraction,right_negative_forward_fraction,left_negative_forward_fraction,right_negative_straight_fraction,left_negative_straight_fraction,left_cmd_sign_disagreement_fraction,right_cmd_sign_disagreement_fraction,wheel_velocity_difference_mean,wheel_velocity_difference_p95,wheel_velocity_difference_max,wheel_velocity_product_min,wheel_velocity_product_p05,left_wheel_abs_mean,right_wheel_abs_mean,left_cmd_vx_correlation,right_cmd_vx_correlation,linear_motion_error_p95,angular_motion_error_p95,odom_imu_yaw_error_p95,command_active_fraction,straight_forward_fraction,cmd_vx_abs_mean,cmd_wz_abs_mean,fault_start_s,fault_duration_s,localization_offset_m,modified_wheel,modified_samples
healthy_002__Localization_Jump__018,healthy_002,train,Localization Jump,0.0420838990000049,0.040018831500010045,0.2015905060000022,0.9111111111111112,0.2066708640000172,0.202310660800007,0.0339179870000094,2.401120967356386,2.1388325142411238,5.1355955956079375,0.02,0.46,0.02,0.0,0.0,0.0,0.0,0.0,3.252653994130089,8.67203742960026,8.89819308624146,-19.43206539004426,-18.59743870117358,1.9342695865425066,1.5983863824614992,0.6979746860914507,-0.04327104246983861,0.011371708496915614,0.21869331519779048,0.07139224793166689,0.71,0.03,0.016557894736842094,0.3704820512820513,9.759542698264454,,2.401120967356386,,
healthy_002__Localization_Jump__019,healthy_002,train,Localization Jump,0.0293681010000028,0.028549653650002643,0.2017400590000022,0.8722222222222222,0.2045297520000133,0.20322320184999826,0.0339181200000098,0.5997024050810491,0.5717655793884239,0.34288919310179733,0.02,0.17,0.02,0.0,0.0,0.0,0.0,0.0,2.441709773273527,8.521799333227607,8.89819308624146,-19.43206539004426,-17.06111593646546,4.340989195007498,3.0809311270625193,0.9449216060436015,0.44832775808509073,0.022792339580795785,0.15887537463237322,0.04705887848797963,0.73,0.42,0.10687368421052629,0.2785743589743589,13.383390897798293,,0.5997024050810491,,
healthy_002__Localization_Jump__020,healthy_002,train,Localization Jump,0.1922387019999973,0.1917136944999988,0.2020518979999934,0.8722222222222222,0.1894699360000089,0.18369822360000607,0.0338024600000039,2.483779278665304,2.488247635649714,6.180257917614695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7953113816097809,2.521286861170739,6.457052147930224,-0.020908551130176936,-8.612650721795228e-07,4.724443460851852,4.637233749583025,-0.24851604693786591,0.10070872114554989,0.02289936176757508,0.10242644790967272,0.035661000313466404,0.73,0.67,0.15654736842105257,0.08602051282051276,12.555097878585045,,2.483779278665304,,
healthy_002__Localization_Jump__021,healthy_002,train,Localization Jump,0.0959541590000085,0.0936086116000044,0.2020944590000013,0.8638888888888889,0.0944433700000075,0.08512411545000123,0.0340744000000015,1.245344267341942,1.2700736461960787,1.5816789343923643,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.650645557082515,2.4320408237854654,3.7372894304348456,-3.4918329982655707,-1.478819387312446,3.314161960991984,3.5614425588699077,0.955855359851759,0.9726563023579223,0.01189954896185095,0.15097029419574734,0.03790594689864003,0.78,0.56,0.10849473684210524,0.08075897435897433,14.538059508296925,,1.245344267341942,,
healthy_002__Localization_Jump__022,healthy_002,train,Localization Jump,0.0760033820000032,0.07516558395000633,0.2014966099999924,0.8638888888888889,0.0744841170000043,0.06535831600000744,0.034321558000002,1.9451694193426614,2.0592144207171565,4.005520919048426,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,1.210549680959284,4.241409397596205,6.411236958286562,-10.275983929603669,-4.499766177855535,4.122045505628489,4.175596780799812,0.9418495335905375,0.9676640004702595,0.012567048945919194,0.1409380886489682,0.04079115501663995,0.96,0.65,0.12609473684210523,0.1353230769230768,10.67240150534316,,1.9451694193426614,,
healthy_002__Localization_Jump__023,healthy_002,train,Localization Jump,0.073192824000003,0.07156091935000033,0.2014966099999924,0.8638888888888889,0.0692142940000053,0.06167737195000099,0.034321558000002,1.197877617934107,1.1306479748654232,1.3543779028538154,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,1.1833763857705428,4.241409397596205,6.411236958286562,-10.275983929603669,-4.499766177855535,4.235216175986537,4.0842114060241315,0.9481728625624263,0.9668680581521514,0.01202982358328871,0.1409380886489682,0.03859684791881335,0.96,0.65,0.12632631578947365,0.1340410256410255,11.374731766970221,,1.197877617934107,,
healthy_002__Localization_Jump__024,healthy_002,train,Localization Jump,0.0691215670000033,0.06812764510000015,0.2014966099999924,0.8638888888888889,0.0641160970000029,0.060121530350002256,0.034321558000002,0.7016128845368332,0.7021524808470122,0.4926392274717658,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,1.4502490570162099,4.297186037341835,6.411236958286562,-10.275983929603669,-4.499766177855535,4.134414860529746,3.760070106704388,0.9338105738839809,0.9570538019692876,0.01202982358328871,0.14805800091727955,0.04300384786253152,0.96,0.61,0.11995789473684206,0.16788717948717935,6.281495951284903,,0.7016128845368332,,
healthy_002__Localization_Jump__025,healthy_002,train,Localization Jump,0.0309633610000048,0.030240890999997536,0.2017400590000022,0.8805555555555555,0.2045297520000133,0.20317895014999574,0.0338893769999941,1.1665627484901242,1.0446525840089387,1.2186527896187778,0.02,0.27,0.02,0.0,0.0,0.0,0.0,0.0,3.2298101634108987,8.67203742960026,8.89819308624146,-19.43206539004426,-18.59743870117358,4.445630318490825,3.1434966318381345,0.8330653718987457,0.6171783151559886,0.022792339580795785,0.16211131209259771,0.05224957296025902,0.73,0.32,0.09761052631578943,0.36370256410256396,5.15431909552963,,1.1665627484901242,,
healthy_002__Localization_Jump__026,healthy_002,train,Localization Jump,0.2012878029999996,0.1991621208000069,0.2020518979999934,0.8666666666666667,0.203658859000015,0.19950522710001192,0.0339181200000098,1.0084271469077717,0.8871672563173122,0.8946435451180629,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.3476613479420407,5.137467109061156,7.052703672574204,-12.435157085823732,-6.481197965989604,2.6228384315806115,2.512009392833052,0.9042090370001591,0.9305227497534935,0.011764707091925218,0.14412808980113448,0.02349164820678333,0.74,0.36,0.06727368421052629,0.15144615384615367,13.595945353787187,,1.0084271469077717,,
healthy_002__Localization_Jump__027,healthy_002,train,Localization Jump,0.1000599540000024,0.09882735665000192,0.2020944590000013,0.8583333333333333,0.099451344000002,0.08964910640000627,0.0340744000000015,1.0813711178664738,1.086982791515167,1.1754317963623764,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.7487164536966345,2.4320408237854654,3.7372894304348456,-3.4918329982655707,-1.478819387312446,3.3544398732726033,3.542220314141097,0.9529778705421618,0.970292247188943,0.01189954896185095,0.15097029419574734,0.040473753127176,0.78,0.56,0.10861052631578944,0.08922051282051278,6.485202176897609,,1.0813711178664738,,
healthy_002__Localization_Jump__028,healthy_002,train,Localization Jump,0.1904874599999999,0.1885091706500091,0.2020518979999934,0.8722222222222222,0.1894699360000089,0.1799482372,0.0338024600000039,1.593316489202424,1.703529644675052,2.714261872705907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0407916744210355,4.270224912688274,6.457052147930224,-8.360708542821568e-07,-8.146931906619494e-07,5.573444228216706,5.238158260484286,-0.08768892365980617,0.009027356285632704,0.02289936176757508,0.10319598125404557,0.061525881605952876,0.84,0.73,0.18039999999999992,0.1167897435897435,7.039567057954216,,1.593316489202424,,
healthy_002__Localization_Jump__029,healthy_002,train,Localization Jump,0.04001224000001,0.038487646350002076,0.2015905060000022,0.9083333333333332,0.2066708640000172,0.202310660800007,0.0339179870000094,1.7584467506895938,1.6243000657179663,2.8562451727066516,0.02,0.46,0.02,0.0,0.0,0.0,0.0,0.0,3.6433938038979217,8.67203742960026,8.89819308624146,-19.43206539004426,-18.59743870117358,2.470705709995336,1.6558803727743652,0.8269928457137146,0.12340411709837827,0.021741765375496616,0.21869331519779048,0.07139224793166689,0.71,0.01,0.026747368421052613,0.4135589743589745,7.614149321244838,,1.7584467506895938,,
healthy_002__Localization_Jump__030,healthy_002,train,Localization Jump,0.1761495380000042,0.17456662965000475,0.2017689030000156,0.8833333333333333,0.173540659000011,0.1648976006000083,0.0339969810000297,1.8771468871068082,1.7682988966413469,3.319356769304708,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,1.4555451711564864,4.736867109539785,6.506709787039063,-10.584318032174185,-3.5440306359869136,5.060746213485742,4.235421896151228,0.945345499852664,0.9677837133562269,0.022716197955752485,0.09424347025479428,0.034806954991617255,0.99,0.66,0.14438947368421048,0.161979487179487,8.898534888216318,,1.8771468871068082,,
healthy_002__Localization_Jump__031,healthy_002,train,Localization Jump,0.1961291330000136,0.19415009100001296,0.2020518979999934,0.8694444444444445,0.1934121350000168,0.18521484500000576,0.0338024600000039,1.3990069150640332,1.490313975573442,2.084959557443816,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,1.0493845046346904,3.7657368470685064,6.457052147930224,-3.5382097618664154,-1.047421837408635,4.095032624085408,4.00284002052895,0.8941307833045786,0.9431595876896934,0.012673102933994596,0.10242644790967272,0.035661000313466404,0.73,0.55,0.13084210526315784,0.11499487179487168,11.011031790737974,,1.3990069150640332,,
healthy_002__Localization_Jump__032,healthy_002,train,Localization Jump,0.1991614620000064,0.19790263780000353,0.2020518979999934,0.8666666666666667,0.1974354790000063,0.18948250850000925,0.0338024600000039,1.5982058360418523,1.5908645974416538,2.542529083983623,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,1.5847150192788297,4.717979555333357,6.457052147930224,-8.00744111284,-4.548043692735927,3.5278296775669413,3.4684464737068095,0.8919359913359634,0.9237547853948518,0.011977524503121024,0.1502241424103243,0.06680836032286655,0.73,0.42,0.10455789473684206,0.17061538461538447,8.152827976089654,,1.5982058360418523,,
healthy_002__Localization_Jump__033,healthy_002,train,Localization Jump,0.0894658370000058,0.0876684658500042,0.2020944590000013,0.8638888888888889,0.0848890060000044,0.07929658195000323,0.0340744000000015,2.3270902338059614,2.4725127434954963,5.753760258349153,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.7726644431091332,2.4320408237854654,3.7372894304348456,-3.4918329982655707,-1.478819387312446,3.481076259870919,3.4507271328587312,0.948684015686189,0.9714574997379678,0.011905035393099495,0.12823441982898165,0.037768628796365014,0.78,0.57,0.10918947368421048,0.08627692307692296,7.432357548753515,,2.3270902338059614,,
healthy_002__Localization_Jump__034,healthy_002,train,Localization Jump,0.2012878029999996,0.1991621208000069,0.2020518979999934,0.8666666666666667,0.1985719750000072,0.19329260605000226,0.0338024600000039,1.9950832210437832,2.045749798199263,4.081441096841055,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.8754785975184733,5.442963222838019,7.052703672574204,-12.435157085823732,-6.481197965989604,3.2314275206880416,3.1700535728835133,0.8769652896355025,0.92524888045983,0.011947557064342395,0.15353421379489676,0.06992562183902078,0.73,0.35,0.09008421052631575,0.20592820512820495,14.736689428095119,,1.9950832210437832,,
healthy_002__Localization_Jump__035,healthy_002,train,Localization Jump,0.0620632750000069,0.06103337645000258,0.2014966099999924,0.8638888888888889,0.0601080750000022,0.05162899515000339,0.034321558000002,0.9956480267750263,0.9939638032115851,0.9896380993534152,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.4583782835731094,4.297186037341835,6.411236958286562,-10.275983929603669,-4.499766177855535,2.780738528847479,2.792837400977674,0.9170674341271983,0.9385754980639477,0.011381153026225279,0.15842350867071928,0.053142755145729484,0.95,0.4,0.08244210526315783,0.17159999999999992,9.61712950368861,,0.9956480267750263,,
healthy_002__Localization_Jump__036,healthy_002,train,Localization Jump,0.097417753000002,0.09593963920000195,0.2020944590000013,0.8583333333333333,0.0944433700000075,0.0892097953499998,0.0340744000000015,1.6802035207101884,1.5127494308679699,2.5417269196966967,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.650522676425523,2.4320408237854654,3.7372894304348456,-3.4918329982655707,-1.478819387312446,3.294546770278792,3.5810467980937055,0.9554477348819456,0.9746519631468877,0.01189954896185095,0.15097029419574734,0.040473753127176,0.78,0.56,0.10803157894736838,0.0787076923076923,7.646246333916977,,1.6802035207101884,,
healthy_002__Localization_Jump__037,healthy_002,train,Localization Jump,0.2012878029999996,0.1991621208000069,0.2020518979999934,0.8666666666666667,0.203510878000003,0.1974899784000058,0.0339181200000098,0.8520450489620064,0.7257094475475215,0.6183371417678186,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.730245578038385,5.442963222838019,7.052703672574204,-12.435157085823732,-6.481197965989604,2.449902850364141,2.5691752821819343,0.8450473390399404,0.913423968864079,0.011673006584602588,0.1539194169125479,0.06992562183902078,0.73,0.29,0.06669473684210522,0.19259487179487167,13.675929025482503,,0.8520450489620064,,
healthy_002__Localization_Jump__038,healthy_002,train,Localization Jump,0.0891903460000023,0.08722565830000263,0.2020944590000013,0.8638888888888889,0.084485671000003,0.07918115390000044,0.0340744000000015,2.1815642551439627,2.242860227276364,4.8929437011101795,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.7815184005742711,2.4320408237854654,3.7372894304348456,-3.4918329982655707,-1.478819387312446,3.4898689197242994,3.4559681884664992,0.9486361925259874,0.9711390337182363,0.011905035393099495,0.13087202002475679,0.037768628796365014,0.78,0.58,0.1093052631578947,0.085702564102564,12.970330084887287,,2.1815642551439627,,
healthy_002__Localization_Jump__039,healthy_002,train,Localization Jump,0.1290200800000018,0.12675884485000102,0.2016123239999991,0.8722222222222222,0.1260086939999993,0.11740392310000158,0.0338610090000024,2.4972468397235934,2.2332775834398797,5.5770453874707835,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.5515498310298912,3.7826745099805765,6.545922260417711,-0.4711137182525239,-0.1129689444358523,5.508275870675731,4.333575642787714,0.9502386427692894,0.9212871363145476,0.022698201671814584,0.12766657382704905,0.033490435380457644,1.0,0.73,0.1623131578947368,0.18210256410256387,8.981599083236055,,2.4972468397235934,,
healthy_002__Localization_Jump__040,healthy_002,train,Localization Jump,0.1222912310000019,0.12058609035000206,0.2016123239999991,0.8583333333333333,0.1173405080000016,0.11135880155000151,0.0334028990000021,1.7469436814203256,1.878993168849524,3.282495243753631,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.3403162182031587,3.7826745099805765,6.545922260417711,-0.4711137182525239,-0.1129689444358523,5.358148278178337,4.441589377506913,0.9455672004248055,0.9182815014111075,0.023014557432798708,0.12766657382704905,0.031185422474721013,1.0,0.73,0.16150263157894731,0.15754871794871778,9.215526981424091,,1.7469436814203256,,
healthy_002__Localization_Jump__041,healthy_002,train,Localization Jump,0.1381063220000005,0.13504690520000007,0.2020274430000004,0.875,0.1364594890000017,0.12622668849999985,0.0338936910000011,2.085661188314068,1.9026348146162422,3.968251588380228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6557387703376794,7.023109083202004,9.119562933938887,-0.055582875821855775,1.9465310251503676,5.555654019631587,5.794818746095323,0.774594792887892,0.8241166314343824,0.022986720947262892,0.12766657382704905,0.026177393375676386,1.0,0.85,0.1871157894736841,0.18096410256410247,6.360645370436977,,2.085661188314068,,
healthy_002__Localization_Jump__042,healthy_002,train,Localization Jump,0.1935152759999994,0.19215206675001467,0.2020518979999934,0.8694444444444445,0.1894699360000089,0.18450910435000334,0.0338024600000039,0.7414527087137408,0.6603095830075454,0.4895883289105852,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.8622784244984962,2.521286861170739,6.457052147930224,-0.6210048193572637,-0.035208009668535156,4.4442352329398815,4.354926518083692,0.8207243970245545,0.8793172965887586,0.02276331723106161,0.10242644790967272,0.035661000313466404,0.73,0.62,0.14589473684210522,0.09371282051282044,11.54659207607439,,0.7414527087137408,,
healthy_002__Localization_Jump__043,healthy_002,train,Localization Jump,0.0721271399999992,0.07111282255000255,0.2014966099999924,0.8638888888888889,0.0692142940000053,0.06167737195000099,0.034321558000002,1.511516975178951,1.5233332146809422,2.3025440128441654,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,1.2172828262187176,4.241409397596205,6.411236958286562,-10.275983929603669,-4.499766177855535,4.27154761397814,4.0484014234843695,0.9466765916816349,0.9652058670703934,0.01202982358328871,0.1409380886489682,0.03859684791881335,0.96,0.64,0.1265578947368421,0.1381435897435896,10.430297770580935,,1.511516975178951,,
healthy_002__Localization_Jump__044,healthy_002,train,Localization Jump,0.0316337419999968,0.030917688249994746,0.2017400590000022,0.8972222222222223,0.2045297520000133,0.20281828854999873,0.0338893769999941,2.498855380263892,2.178741485873432,5.444359884178973,0.02,0.33,0.02,0.0,0.0,0.0,0.0,0.0,3.455012477823101,8.67203742960026,8.89819308624146,-19.43206539004426,-18.59743870117358,4.133488852005944,2.8306016491711468,0.8400966993190622,0.6142927287957897,0.022792339580795785,0.21869331519779048,0.07139224793166689,0.72,0.25,0.0840631578947368,0.3880512820512819,14.881261813970667,,2.498855380263892,,
healthy_002__Localization_Jump__045,healthy_002,train,Localization Jump,0.2012878029999996,0.1991621208000069,0.2020150790000059,0.8666666666666667,0.2044095020000043,0.20319459760000455,0.0339181200000098,1.1502862475054603,1.0997634252590849,1.2650427435850244,0.02,0.25,0.02,0.0,0.0,0.0,0.0,0.0,2.4175584864711035,8.232435186558064,8.89819308624146,-12.435157085823732,-6.654930735200873,4.40177085567328,3.1525399421599736,0.8905176720988812,0.8294032345514787,0.022792339580795785,0.15402658186863738,0.04685652052601042,0.89,0.43,0.11057894736842101,0.27719999999999984,14.725939793860348,,1.1502862475054603,,
healthy_002__Localization_Jump__046,healthy_002,train,Localization Jump,0.0720758520000046,0.07052848415000448,0.2014966099999924,0.8638888888888889,0.0692142940000053,0.06167737195000099,0.034321558000002,1.8510835738224207,1.908683169710112,3.5331320630817005,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,1.2445075743902458,4.241409397596205,6.411236958286562,-10.275983929603669,-4.499766177855535,4.285177618713664,4.020708619026754,0.9454554318330163,0.964021191415388,0.01202982358328871,0.1409380886489682,0.03859684791881335,0.96,0.63,0.12644210526315786,0.14122051282051268,5.463955158953816,,1.8510835738224207,,
healthy_002__Localization_Jump__047,healthy_002,train,Localization Jump,0.2012878029999996,0.1991621208000069,0.2020518979999934,0.8666666666666667,0.1985719750000072,0.19345341095001622,0.0338024600000039,1.3449986761189627,1.2427189335940474,1.6714553204719629,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.8505419126856708,5.442963222838019,7.052703672574204,-12.435157085823732,-6.481197965989604,2.8328807668559013,2.8318568640264083,0.871219070438659,0.9190710375607682,0.011947557064342395,0.1539194169125479,0.06992562183902078,0.73,0.29,0.07792631578947364,0.20490256410256397,13.190814228398196,,1.3449986761189627,,
healthy_002__Localization_Jump__048,healthy_002,train,Localization Jump,0.2012878029999996,0.1991621208000069,0.2020150790000059,0.8666666666666667,0.2044095020000043,0.20319459760000455,0.0339181200000098,1.492689743854905,1.3181928202549085,1.9676529032176742,0.01,0.31,0.01,0.0,0.0,0.0,0.0,0.0,2.4732584917989433,8.232435186558064,8.89819308624146,-12.435157085823732,-6.654930735200873,4.40860140487226,3.201413043769804,0.9043572400500843,0.8474069374171465,0.021831288255183746,0.14412808980113448,0.034340978289902256,0.94,0.42,0.10895789473684206,0.28016410256410235,13.00306279921628,,1.492689743854905,,
healthy_002__Localization_Jump__049,healthy_002,train,Localization Jump,0.1952997290000127,0.1928253527500111,0.2020518979999934,0.8694444444444445,0.1934121350000168,0.18521484500000576,0.0338024600000039,0.8239805336681355,0.8015544227950182,0.6604652410586934,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.9501790736277204,2.6220937582709927,6.457052147930224,-1.6360869311351167,-0.6032760612204003,4.230852662036825,4.139234091447371,0.8775013937229871,0.926928030947393,0.02276331723106161,0.10242644790967272,0.035661000313466404,0.73,0.58,0.13744210526315787,0.10371282051282041,5.896872400266972,,0.8239805336681355,,
healthy_002__Localization_Jump__050,healthy_002,train,Localization Jump,0.139391733,0.1369788761500011,0.2020274430000004,0.875,0.1364594890000017,0.12622668849999985,0.0338936910000011,0.5210271134480969,0.5357010567527424,0.2791147752709765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6257599308714505,7.023109083202004,9.119562933938887,3.08481320198179e-08,1.963149182989019,5.55397578741319,5.822351514538759,0.7559606385980976,0.7939797685467471,0.02302041530861802,0.1407011897556914,0.026177393375676386,0.99,0.85,0.19005847953216365,0.18453250453250444,5.436101271673529,,0.5210271134480969,,
healthy_002__Localization_Jump__051,healthy_002,train,Localization Jump,0.1452362450000004,0.1432875196500003,0.2020274430000004,0.875,0.1415517950000007,0.13320664435000062,0.0338936910000011,2.149792088484049,1.910391661091644,4.106944878920717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4987484009143128,7.023109083202004,9.119562933938887,-4.160648766828794e-09,2.7018870491697845e-08,4.959348709518673,5.132886246516215,0.19944487648238524,0.22201001731409153,0.02298895005278087,0.1425932972517988,0.026177393375676386,0.78,0.69,0.21569500674763822,0.21580539119000638,11.477982133666947,,2.149792088484049,,
healthy_002__Localization_Jump__052,healthy_002,train,Localization Jump,0.1228021480000016,0.12182938215000012,0.2016123239999991,0.8583333333333333,0.1224126830000038,0.11312630200000147,0.0334028990000021,2.1497867277011875,2.232372874949351,4.799125577846257,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.4134898702603491,3.7826745099805765,6.545922260417711,-0.4711137182525239,-0.1129689444358523,5.408265181421104,4.405563408495688,0.9470759796297458,0.919258771603582,0.022698201671814584,0.12766657382704905,0.033490435380457644,1.0,0.73,0.16173421052631576,0.16312820512820495,13.537087220181728,,2.1497867277011875,,
healthy_002__Localization_Jump__053,healthy_002,train,Localization Jump,0.1316508970000018,0.1306939376500005,0.2016123239999991,0.8722222222222222,0.1298822630000007,0.12241392770000357,0.0338610090000024,1.9808391610906182,1.8010065992465611,3.5675044011702255,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.1380567483832251,2.4128143752243516,6.545922260417711,-0.4711137182525239,-0.1129689444358523,5.272303824343992,4.54846668949341,0.9557497772642046,0.9428049422138324,0.023014156379150857,0.12766657382704905,0.033490435380457644,1.0,0.79,0.16242894736842095,0.13415384615384598,8.960261150300578,,1.9808391610906182,,
healthy_002__Localization_Jump__054,healthy_002,train,Localization Jump,0.2012878029999996,0.1991621208000069,0.2020150790000059,0.8666666666666667,0.2044095020000043,0.20319459760000455,0.0339181200000098,2.0055266561375014,1.8744013087982894,3.7591617890939895,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.214504337961163,6.923548796127488,8.644077904256925,-12.435157085823732,-6.481197965989604,4.150964405762177,3.173000776711584,0.9081807201447015,0.8766246054387002,0.012820312599152464,0.14412808980113448,0.032802636246984415,0.91,0.42,0.1038631578947368,0.2501641025641024,9.947706906524843,,2.0055266561375014,,
healthy_002__Localization_Jump__055,healthy_002,train,Localization Jump,0.1097891600000018,0.10903137165000285,0.2020944590000013,0.8583333333333333,0.1079502230000031,0.09980951449999861,0.0340097520000028,2.007951804931364,1.7616752712224153,3.537359040553999,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,1.4097456761284397,3.7826745099805765,6.545922260417711,-3.4918329982655707,-1.478819387312446,4.042188115727927,3.236829876167834,0.954746456962337,0.9395856238776044,0.02265802667705786,0.1552035462416812,0.042883814218851395,0.95,0.5,0.11541842105263153,0.17234871794871778,7.1492397010735225,,2.007951804931364,,
healthy_002__Localization_Jump__056,healthy_002,train,Localization Jump,0.1338605140000002,0.13166957245000177,0.2016123239999991,0.875,0.1298822630000007,0.12340156625000101,0.0338610090000024,0.8671860926787653,0.816591441171909,0.7081367411847896,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.0910455774789476,2.391550311211492,2.7875672339627124,-0.4711137182525239,-0.1043124929283493,5.3765026012062345,4.838251491536889,0.9658298837591796,0.9608585460245952,0.012991465736105184,0.11807866391015319,0.025935206856304967,1.0,0.83,0.16719999999999985,0.1219897435897434,6.839490955599322,,0.8671860926787653,,
healthy_002__Localization_Jump__057,healthy_002,train,Localization Jump,0.1731921180000029,0.1709145196500046,0.2017689030000156,0.8833333333333333,0.1687254839999923,0.16257880139998804,0.0339969810000297,1.814008854873414,1.7291273655287938,3.13665235227317,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,1.3558285672624533,4.736867109539785,6.506709787039063,-10.584318032174185,-3.5440306359869136,4.431969333804861,3.706671530619032,0.9428896641220887,0.9670527885870148,0.013733085554267364,0.07014567145372007,0.034806954991617255,0.9,0.57,0.1251684210526315,0.150953846153846,6.447578234609381,,1.814008854873414,,
healthy_002__Localization_Jump__058,healthy_002,train,Localization Jump,0.0785574560000057,0.07692154375000049,0.2014966099999924,0.8638888888888889,0.0756356190000033,0.06686281125000587,0.034321558000002,2.4516793787402316,2.1923631820700784,5.374971604190527,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,1.1909879472257747,4.241409397596205,6.411236958286562,-10.275983929603669,-4.499766177855535,3.8400381876373735,3.8736907783694177,0.9260944830323774,0.9609443723993176,0.02263402094375646,0.1409380886489682,0.04079115501663995,0.92,0.61,0.11752631578947365,0.13275897435897427,13.79922066471979,,2.4516793787402316,,
healthy_002__Localization_Jump__059,healthy_002,train,Localization Jump,0.1097891600000018,0.10897426155000214,0.2020944590000013,0.8583333333333333,0.1079502230000031,0.09980951449999861,0.0340097520000028,1.0923854916436195,1.1131263747355298,1.2159631021269515,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,1.4070047119661755,3.7826745099805765,6.545922260417711,-3.4918329982655707,-1.478819387312446,4.026784305482226,3.22425379172724,0.9544418335118465,0.9400244689769919,0.013122988943812027,0.1552035462416812,0.042883814218851395,0.94,0.5,0.1151868421052631,0.17106666666666648,11.540429827080363,,1.0923854916436195,,
healthy_002__LiDAR_Dropout__000,healthy_002,train,LiDAR Dropout,5.973146913965711,4.983146913965711,6.183005458007153,0.8861111111111111,0.2066708640000172,0.202310660800007,0.0339179870000094,0.2693459456706941,0.0643539067709276,0.017333463876819177,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,3.342936798876118,8.62494781716871,8.816363760651964,-19.43206539004426,-18.59743870117358,2.7088195121540157,2.5607580374131147,0.7667270636866774,0.5776866940943217,0.0037932161387090593,0.2316005803030305,0.07139224793166689,0.87,0.19,0.044463157894736816,0.3798564102564102,8.305452610942417,5.919845626484349,,,
healthy_002__LiDAR_Dropout__001,healthy_002,train,LiDAR Dropout,4.653451280475443,3.6634512804754427,4.685675873159582,0.875,0.14508615,0.1372801505499995,0.0338936910000011,0.2926730121304112,0.0608772753218906,0.01781713553875007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4481167852901793,7.023109083202004,9.119562933938887,-4.160648766828794e-09,2.6812819919496737e-08,4.6513477793627285,4.774250852449299,0.20234589990090332,0.22751642107410863,0.02299452281657582,0.14372822306919655,0.025682246551300077,0.73,0.64,0.21571737563085788,0.22250790305584808,5.296754822876094,4.489818250472899,,,
